ProductKey;ProductAlternateKey;ProductSubcategoryKey;WeightUnitMeasureCode;SizeUnitMeasureCode;EnglishProductName;SpanishProductName;FrenchProductName;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ReorderPoint;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;_Class;Style;ModelName;LargePhoto;EnglishDescription;FrenchDescription;ChineseDescription;ArabicDescription;HebrewDescription;ThaiDescription;GermanDescription;JapaneseDescription;TurkishDescription;StartDate;EndDate;Status
"243";"FR-R92R-44";"14";"LB ";"CM ";"HL Road Frame - Red, 44";"Cuadro de carretera GA: rojo, 44";"Cadre de vélo de route HL - rouge, 44";"868.6342";"true";"Red";"500";"375";"1431.5000";"44";"42-46 CM";"2.12";"1";"R ";"858.9000";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@4f063c0a";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2013";"";"Current"
"244";"FR-R92R-48";"14";"LB ";"CM ";"HL Road Frame - Red, 48";"Cuadro de carretera GA: rojo, 48";"Cadre de vélo de route HL - rouge, 48";"747.9682";"true";"Red";"500";"375";"1263.4598";"48";"48-52 CM";"2.16";"1";"R ";"758.0759";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@1e6d1014";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2011";"28-12-2007";""
"245";"FR-R92R-48";"14";"LB ";"CM ";"HL Road Frame - Red, 48";"Cuadro de carretera GA: rojo, 48";"Cadre de vélo de route HL - rouge, 48";"722.2568";"true";"Red";"500";"375";"1301.3636";"48";"48-52 CM";"2.16";"1";"R ";"780.8182";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@76707e36";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2012";"27-12-2008";""
"246";"FR-R92R-48";"14";"LB ";"CM ";"HL Road Frame - Red, 48";"Cuadro de carretera GA: rojo, 48";"Cadre de vélo de route HL - rouge, 48";"868.6342";"true";"Red";"500";"375";"1431.5000";"48";"48-52 CM";"2.16";"1";"R ";"858.9000";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@614ddd49";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2013";"";"Current"
"247";"FR-R92R-52";"14";"LB ";"CM ";"HL Road Frame - Red, 52";"Cuadro de carretera GA: rojo, 52";"Cadre de vélo de route HL - rouge, 52";"747.9682";"true";"Red";"500";"375";"1263.4598";"52";"48-52 CM";"2.2";"1";"R ";"758.0759";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@1f554b06";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2011";"28-12-2007";""
"248";"FR-R92R-52";"14";"LB ";"CM ";"HL Road Frame - Red, 52";"Cuadro de carretera GA: rojo, 52";"Cadre de vélo de route HL - rouge, 52";"722.2568";"true";"Red";"500";"375";"1301.3636";"52";"48-52 CM";"2.2";"1";"R ";"780.8182";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@694e1548";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2012";"27-12-2008";""
"249";"FR-R92R-52";"14";"LB ";"CM ";"HL Road Frame - Red, 52";"Cuadro de carretera GA: rojo, 52";"Cadre de vélo de route HL - rouge, 52";"868.6342";"true";"Red";"500";"375";"1431.5000";"52";"48-52 CM";"2.2";"1";"R ";"858.9000";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@1c3a4799";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2013";"";"Current"
"250";"FR-R92R-56";"14";"LB ";"CM ";"HL Road Frame - Red, 56";"Cuadro de carretera GA: rojo, 56";"Cadre de vélo de route HL - rouge, 56";"747.9682";"true";"Red";"500";"375";"1263.4598";"56";"54-58 CM";"2.24";"1";"R ";"758.0759";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@131276c2";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2011";"28-12-2007";""
"251";"FR-R92R-56";"14";"LB ";"CM ";"HL Road Frame - Red, 56";"Cuadro de carretera GA: rojo, 56";"Cadre de vélo de route HL - rouge, 56";"722.2568";"true";"Red";"500";"375";"1301.3636";"56";"54-58 CM";"2.24";"1";"R ";"780.8182";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@26aa12dd";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2012";"27-12-2008";""
"252";"FR-R92R-56";"14";"LB ";"CM ";"HL Road Frame - Red, 56";"Cuadro de carretera GA: rojo, 56";"Cadre de vélo de route HL - rouge, 56";"868.6342";"true";"Red";"500";"375";"1431.5000";"56";"54-58 CM";"2.24";"1";"R ";"858.9000";"H ";"U ";"HL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@3fd7a715";"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";"??????????????????????????????????????????????????????????????";"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.";"????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????";"Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.";"?????????????/??????????? ???????????????????????????????????????????????????????????";"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""";"01-07-2013";"";"Current"
"253";"FR-R38B-58";"14";"LB ";"CM ";"LL Road Frame - Black, 58";"Cuadro de carretera GB: negro, 58";"Cadre de vélo de route LL - noir, 58";"176.1997";"true";"Black";"500";"375";"297.6346";"58";"54-58 CM";"2.46";"1";"R ";"178.5808";"L ";"U ";"LL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@711f39f9";"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.";"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";"LL ?????????????????????????????????";"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.";"???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????";"Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.";"LL ???????????????????????????????? ?????????????????????";"""LL Kadro güvenli ve konforlu sürü? sunar, de?erine uygun olarak fiyatland?r?lan alüminyum kadrosu üstün çarpma ?iddeti emi?i sa?lar.""";"01-07-2011";"28-12-2007";""
"254";"FR-R38B-58";"14";"LB ";"CM ";"LL Road Frame - Black, 58";"Cuadro de carretera GB: negro, 58";"Cadre de vélo de route LL - noir, 58";"170.1428";"true";"Black";"500";"375";"306.5636";"58";"54-58 CM";"2.46";"1";"R ";"183.9382";"L ";"U ";"LL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@71bbf57e";"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.";"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";"LL ?????????????????????????????????";"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.";"???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????";"Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.";"LL ???????????????????????????????? ?????????????????????";"""LL Kadro güvenli ve konforlu sürü? sunar, de?erine uygun olarak fiyatland?r?lan alüminyum kadrosu üstün çarpma ?iddeti emi?i sa?lar.""";"01-07-2012";"27-12-2008";""
"255";"FR-R38B-58";"14";"LB ";"CM ";"LL Road Frame - Black, 58";"Cuadro de carretera GB: negro, 58";"Cadre de vélo de route LL - noir, 58";"204.6251";"true";"Black";"500";"375";"337.2200";"58";"54-58 CM";"2.46";"1";"R ";"202.3320";"L ";"U ";"LL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@7f13d6e";"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.";"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";"LL ?????????????????????????????????";"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.";"???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????";"Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.";"LL ???????????????????????????????? ?????????????????????";"""LL Kadro güvenli ve konforlu sürü? sunar, de?erine uygun olarak fiyatland?r?lan alüminyum kadrosu üstün çarpma ?iddeti emi?i sa?lar.""";"01-07-2013";"";"Current"
"256";"FR-R38B-60";"14";"LB ";"CM ";"LL Road Frame - Black, 60";"Cuadro de carretera GB: negro, 60";"Cadre de vélo de route LL - noir, 60";"176.1997";"true";"Black";"500";"375";"297.6346";"60";"60-62 CM";"2.48";"1";"R ";"178.5808";"L ";"U ";"LL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@51cdd8a";"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.";"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";"LL ?????????????????????????????????";"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.";"???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????";"Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.";"LL ???????????????????????????????? ?????????????????????";"""LL Kadro güvenli ve konforlu sürü? sunar, de?erine uygun olarak fiyatland?r?lan alüminyum kadrosu üstün çarpma ?iddeti emi?i sa?lar.""";"01-07-2011";"28-12-2007";""
"257";"FR-R38B-60";"14";"LB ";"CM ";"LL Road Frame - Black, 60";"Cuadro de carretera GB: negro, 60";"Cadre de vélo de route LL - noir, 60";"170.1428";"true";"Black";"500";"375";"306.5636";"60";"60-62 CM";"2.48";"1";"R ";"183.9382";"L ";"U ";"LL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@d44fc21";"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.";"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";"LL ?????????????????????????????????";"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.";"???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????";"Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.";"LL ???????????????????????????????? ?????????????????????";"""LL Kadro güvenli ve konforlu sürü? sunar, de?erine uygun olarak fiyatland?r?lan alüminyum kadrosu üstün çarpma ?iddeti emi?i sa?lar.""";"01-07-2012";"27-12-2008";""
"258";"FR-R38B-60";"14";"LB ";"CM ";"LL Road Frame - Black, 60";"Cuadro de carretera GB: negro, 60";"Cadre de vélo de route LL - noir, 60";"204.6251";"true";"Black";"500";"375";"337.2200";"60";"60-62 CM";"2.48";"1";"R ";"202.3320";"L ";"U ";"LL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@23faf8f2";"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.";"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";"LL ?????????????????????????????????";"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.";"???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????";"Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.";"LL ???????????????????????????????? ?????????????????????";"""LL Kadro güvenli ve konforlu sürü? sunar, de?erine uygun olarak fiyatland?r?lan alüminyum kadrosu üstün çarpma ?iddeti emi?i sa?lar.""";"01-07-2013";"";"Current"
"259";"FR-R38B-62";"14";"LB ";"CM ";"LL Road Frame - Black, 62";"Cuadro de carretera GB: negro, 62";"Cadre de vélo de route LL - noir, 62";"176.1997";"true";"Black";"500";"375";"297.6346";"62";"60-62 CM";"2.5";"1";"R ";"178.5808";"L ";"U ";"LL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@2d6eabae";"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.";"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";"LL ?????????????????????????????????";"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.";"???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????";"Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.";"LL ???????????????????????????????? ?????????????????????";"""LL Kadro güvenli ve konforlu sürü? sunar, de?erine uygun olarak fiyatland?r?lan alüminyum kadrosu üstün çarpma ?iddeti emi?i sa?lar.""";"01-07-2011";"28-12-2007";""
"260";"FR-R38B-62";"14";"LB ";"CM ";"LL Road Frame - Black, 62";"Cuadro de carretera GB: negro, 62";"Cadre de vélo de route LL - noir, 62";"170.1428";"true";"Black";"500";"375";"306.5636";"62";"60-62 CM";"2.5";"1";"R ";"183.9382";"L ";"U ";"LL Road Frame";"net.sourceforge.jtds.jdbc.BlobImpl@4e7dc304";"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.";"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";"LL ?????????????????????????????????";"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.";"???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????";"Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.";"LL ???????????????????????????????? ?????????????????????";"""LL Kadro güvenli ve konforlu sürü? sunar, de?erine uygun olarak fiyatland?r?lan alüminyum kadrosu üstün çarpma ?iddeti emi?i sa?lar.""";"01-07-2012";"27-12-2008";""
